GEOID,area,mean_ndvi
592.7167621287658,msa,0.590694426446702
592.7167621287658,msau,0.5984085604572739
766,ua,0.5415254266961482
766,uau,0.5544987243016324
881.7964927186817,msa,0.44369271731130633
881.7964927186817,msau,0.4463775299015167
937.1409615428668,msa,0.5793412529670677
937.1409615428668,msau,0.5802935266635904
970,ua,0.5135799335236934
970,uau,0.5230313005190013
1025.2763482863188,msa,0.4546116775252261
1025.2763482863188,msau,0.45484982151225356
1042.9198039833022,msa,0.4894610786074638
1042.9198039833022,msau,0.48995134251347133
1054.1022103468729,msa,0.45276628654101836
1054.1022103468729,msau,0.4523309132762722
1063.9453987065797,msa,0.5828474707421949
1063.9453987065797,msau,0.5851474700065175
1170.003492896072,msa,0.4250163939899413
1170.003492896072,msau,0.42543938655509483
1364.9834891317687,msa,0.5933246300565579
1364.9834891317687,msau,0.5953787830226214
1365.9432881493833,msa,0.5256352163610734
1365.9432881493833,msau,0.5279281303757352
1461.8294865110374,msa,0.46490623244557244
1461.8294865110374,msau,0.4649062247096241
1495,ua,0.5432785539653953
1495,uau,0.5441412419800268
1498.2749775415634,msa,0.325073462301449
1498.2749775415634,msau,0.3247487334533103
1502.884731180989,msa,0.49779600418422004
1502.884731180989,msau,0.4982463371408875
1517.080369945244,msa,0.45056642888833515
1517.080369945244,msau,0.4506835924848295
1579.7615399643053,msa,0.5826294169362374
1579.7615399643053,msau,0.5862875591454204
1595.4532747636797,msa,0.6431474875656409
1595.4532747636797,msau,0.6441781664640378
1596.7497877649994,msa,0.44962690566534613
1596.7497877649994,msau,0.450093781134638
1607.7055184200235,msa,0.6016961372481041
1607.7055184200235,msau,0.6082759409782859
1682.4303032706557,msa,0.5027953636996164
1682.4303032706557,msau,0.5052290115701448
1693.4280160905455,msa,0.6181978312552088
1693.4280160905455,msau,0.620707517486661
1792,ua,0.5155388200843242
1792,uau,0.5315588978830093
1796.114889669372,msa,0.5829782064300424
1796.114889669372,msau,0.5838439313456144
1860.6333800092036,msa,0.4894368166742232
1860.6333800092036,msau,0.4899153485704796
1873.792263552201,msa,0.5080389946017381
1873.792263552201,msau,0.5092658429726336
1927,ua,0.2992405192199066
1927,uau,0.30268720216505657
2075.278652475969,msa,0.43786631975622703
2075.278652475969,msau,0.4382531912041169
2097.119160272952,msa,0.5366084850025098
2097.119160272952,msau,0.5396542223544338
2113.500648212603,msa,0.4513520738547518
2113.500648212603,msau,0.4516481539163536
2311.041503113797,msa,0.6404571988695753
2311.041503113797,msau,0.6429508274309085
2358.5116701509505,msa,0.592658369130375
2358.5116701509505,msau,0.5937100267860399
2393.6022030207,msa,0.5608840646088953
2393.6022030207,msau,0.5662747010892569
2446.2002321894392,msa,0.6496304611785338
2446.2002321894392,msau,0.6498662353074458
2472.9790155201263,msa,0.6277040248796627
2472.9790155201263,msau,0.6277584387397038
2492.5033856162713,msa,0.6173381228345471
2492.5033856162713,msau,0.6181430276862326
2511.4352313476757,msa,0.48819033369914994
2511.4352313476757,msau,0.48947955355740413
2537.030364194453,msa,0.5797669423804181
2537.030364194453,msau,0.5814280321707249
2547.9592724850304,msa,0.5834626835052071
2547.9592724850304,msau,0.5837983277062947
2584.57890054766,msa,0.4637272680604982
2584.57890054766,msau,0.46415413111616183
3064.9367731743723,msa,0.4824193386489661
3064.9367731743723,msau,0.4824208394527083
3088.4839429024255,msa,0.46874669536430463
3088.4839429024255,msau,0.46904713159523453
3206.674346619156,msa,0.5771060765989183
3206.674346619156,msau,0.578460137001521
3341.99981715737,msa,0.49165887425218874
3341.99981715737,msau,0.49215318848584994
3358,ua,0.6244350806617435
3358,uau,0.6275066327984394
3683.751785489779,msa,0.4245645421407836
3683.751785489779,msau,0.42490186423821724
3694.9283014790863,msa,0.4676855005500518
3694.9283014790863,msau,0.4684064741537884
3700.104663126216,msa,0.652158940880794
3700.104663126216,msau,0.6528514143822416
3817,ua,0.5969164727345104
3817,uau,0.5983365741577522
3821.033993966045,msa,0.5914883912866087
3821.033993966045,msau,0.5918593160917576
3844.2080543221778,msa,0.6367127411624861
3844.2080543221778,msau,0.6375061785805977
3868.860305207642,msa,0.45941267055824747
3868.860305207642,msau,0.4637959034747001
3898,ua,0.5175515102346486
3898,uau,0.5286044961030152
3918.703380319294,msa,0.5173235387280428
3918.703380319294,msau,0.518300683486601
3921.124388656943,msa,0.4047662395694793
3921.124388656943,msau,0.404974782462467
4023.0024813718474,msa,0.6224453671269724
4023.0024813718474,msau,0.6252879592762729
4108.336777755664,msa,0.5125973978402724
4108.336777755664,msau,0.516494787917494
4222,ua,0.5873643828893682
4222,uau,0.5903609770526744
4255.309947408666,msa,0.436803987048732
4255.309947408666,msau,0.43699080953637753
4309.879800469936,msa,0.5977431575722334
4309.879800469936,msau,0.5981323129556703
4309.930786146067,msa,0.6020956129883734
4309.930786146067,msau,0.6030641479255077
4339.726864412332,msa,0.48952226144545574
4339.726864412332,msau,0.4897370347172568
4374.54059569396,msa,0.6169421503556551
4374.54059569396,msau,0.6222535375436362
4384,ua,0.47977473559363626
4384,uau,0.4816033708402473
4500.62155525654,msa,0.7015937100988544
4500.62155525654,msau,0.7023748904853895
4517.826705850433,msa,0.5602990262268068
4517.826705850433,msau,0.5612840308547271
4600.875391892321,msa,0.5943723602430881
4600.875391892321,msau,0.5952044744250272
4750.172044717383,msa,0.506957061394114
4750.172044717383,msau,0.5075209902704151
4843,ua,0.5337768620137785
4843,uau,0.5420856073927925
4909.165224525926,msa,0.6731096848979428
4909.165224525926,msau,0.6741361267843705
4931.211930169929,msa,0.65133936763964
4931.211930169929,msau,0.6527694774179562
5011.199057161398,msa,0.5236759903414195
5011.199057161398,msau,0.5240253132303345
5224.9244846847205,msa,0.5304531830412577
5224.9244846847205,msau,0.5375907251894199
5232.638187236267,msa,0.6604394419221294
5232.638187236267,msau,0.6613119099077296
5283.638377077408,msa,0.6595100453757534
5283.638377077408,msau,0.6604696735207118
5285.803985775818,msa,0.6845930619667515
5285.803985775818,msau,0.6854105505802446
5426.2442706375305,msa,0.402515161568821
5426.2442706375305,msau,0.4020287238854594
5537.419575697567,msa,0.674750627963405
5537.419575697567,msau,0.6764844611826523
5560.002252497664,msa,0.675308873586784
5560.002252497664,msau,0.6755534476185304
5707,ua,0.49456540255810816
5707,uau,0.5035778821206427
5842.087543472204,msa,0.4702602345383846
5842.087543472204,msau,0.4708261798508782
5860.203893458624,msa,0.6456997808096266
5860.203893458624,msau,0.6466222715121865
5869,ua,0.42894737763511237
5869,uau,0.4350060626020868
5992.668140256502,msa,0.4334834787302329
5992.668140256502,msau,0.43354214710398936
6058,ua,0.5484089899419806
6058,uau,0.5530541171684862
6085.195640423861,msa,0.6852317190882536
6085.195640423861,msau,0.6856955015820254
6105.833206852888,msa,0.7113036117649946
6105.833206852888,msau,0.711792143798799
6212.663608865537,msa,0.22509010321438486
6212.663608865537,msau,0.22499936503519113
6437.0197368424215,msa,0.5235201130182779
6437.0197368424215,msau,0.5242309833517111
6490.857947578446,msa,0.41201218896415176
6490.857947578446,msau,0.4120820762384755
6569.508794437085,msa,0.6512742099035399
6569.508794437085,msau,0.6519479925656707
6637.350632026677,msa,0.5045269450730292
6637.350632026677,msau,0.5097764848442558
6910.6039036004895,msa,0.6515958474425175
6910.6039036004895,msau,0.6521232897079032
6942.473581705872,msa,0.6020509589687436
6942.473581705872,msau,0.6042493920238685
6969.317697028001,msa,0.4615089692246453
6969.317697028001,msau,0.46217414778867316
6988.332087665601,msa,0.6792641851659457
6988.332087665601,msau,0.6802691374692948
7018.133162928128,msa,0.5879879690757535
7018.133162928128,msau,0.5912780962397927
7033.609814553142,msa,0.5428667129696302
7033.609814553142,msau,0.5433969789711269
7122.072758146362,msa,0.48808947718523554
7122.072758146362,msau,0.4894185774314121
7216.664632449613,msa,0.692035079535472
7216.664632449613,msau,0.6928023623200088
7298.448007961771,msa,0.7009251947839577
7298.448007961771,msau,0.7013923329179684
7454.476322311444,msa,0.5835870684301498
7454.476322311444,msau,0.5853071634591045
7732,ua,0.502378151130984
7732,uau,0.5132241607236262
7786,ua,0.6033965438687077
7786,uau,0.6123233412596681
7823.635372780737,msa,0.6205912714030263
7823.635372780737,msau,0.6212711675002757
8521.077424439167,msa,0.497379011980138
8521.077424439167,msau,0.49768703023992156
8524.3600318268691,msa,0.614230663471966
8524.3600318268691,msau,0.6160140263855687
8669.56997256781,msa,0.6649560361369342
8669.56997256781,msau,0.6658867879485444
8677.561329800545,msa,0.5172630933556149
8677.561329800545,msau,0.5182277469866285
8769.865970410401,msa,0.4691854113871795
8769.865970410401,msau,0.4693799868643374
8807.398244313743,msa,0.45965087300409
8807.398244313743,msau,0.45977132598700565
8871.420596269962,msa,0.6515351569594072
8871.420596269962,msau,0.6526557422309923
9271,ua,0.5828584019571611
9271,uau,0.5935858257839166
9277.206152888337,msa,0.6704469960673437
9277.206152888337,msau,0.6708340614758668
9439.80953504264,msa,0.4430751839208182
9439.80953504264,msau,0.4434505810557747
9506.298081932691,msa,0.6072185250950288
9506.298081932691,msau,0.6136754762605396
9785.884093592522,msa,0.6286468687085844
9785.884093592522,msau,0.6301105071682922
9930.07149997282,msa,0.6688659133889736
9930.07149997282,msau,0.6691643331485052
10162,ua,0.6088579861890799
10162,uau,0.6120049756922132
10415.722945042084,msa,0.4827675567534592
10415.722945042084,msau,0.48806818635496985
10829.499231104804,msa,0.4543846910298996
10829.499231104804,msau,0.45480036002539664
10873.765892871628,msa,0.6330527939613833
10873.765892871628,msau,0.6335754589332648
11032.243022935052,msa,0.35915665423820375
11032.243022935052,msau,0.35992518483154823
11085.361362352836,msa,0.5228597676442054
11085.361362352836,msau,0.5232571806579625
11191.769307798357,msa,0.48949022758658023
11191.769307798357,msau,0.49025228984325764
11242.19875918405,msa,0.49467258226162486
11242.19875918405,msau,0.4957177219189622
11350,ua,0.452002123595412
11350,uau,0.46234631453165465
11414.509234879197,msa,0.4123926133401341
11414.509234879197,msau,0.41285296621690415
11622.100584779966,msa,0.67781264941253
11622.100584779966,msau,0.6784662856621415
11822.356419775184,msa,0.6972080252132461
11822.356419775184,msau,0.6993983145359393
11993.796193538496,msa,0.5903295240046925
11993.796193538496,msau,0.5908657888261567
12171.569642153156,msa,0.5702037422505629
12171.569642153156,msau,0.5714011948478757
12294.204829924476,msa,0.5913483767915347
12294.204829924476,msau,0.5966240785094854
12483.520160150065,msa,0.4885596626768806
12483.520160150065,msau,0.4892818210174884
12561.817395017166,msa,0.5230622965745383
12561.817395017166,msau,0.5238369661541343
12691.025008777033,msa,0.33590261145300154
12691.025008777033,msau,0.34002227009400743
13375,ua,0.5312504202783006
13375,uau,0.5380928137174543
13425.459788914955,msa,0.3007223013690365
13425.459788914955,msau,0.3007713837080029
13743.797111713124,msa,0.4997482633752688
13743.797111713124,msau,0.5000070179511779
13839.521640881598,msa,0.6005054658564493
13839.521640881598,msau,0.6025347843550046
14170.387672368395,msa,0.4870235789223895
14170.387672368395,msau,0.48757534271498143
14230.074467717732,msa,0.6852634092189399
14230.074467717732,msau,0.6855985333886875
14456.313561183124,msa,0.4965959814869586
14456.313561183124,msau,0.49750101809144026
14470.287327786084,msa,0.17528589103613101
14470.287327786084,msau,0.1753680411482026
14797.90815380077,msa,0.6643716798602688
14797.90815380077,msau,0.6648237086337089
14932.49811334251,msa,0.6454189452321595
14932.49811334251,msau,0.6470629878472777
15481,ua,0.5543768311487131
15481,uau,0.5610642922470294
15544.47112046762,msa,0.6071547715318549
15544.47112046762,msau,0.6086809293123324
15568.987217263364,msa,0.36121127248169943
15568.987217263364,msau,0.36136094143618985
15670,ua,0.5773043528572839
15670,uau,0.5792485858343602
15832,ua,0.5938987834764584
15832,uau,0.5998783876173208
16264,ua,0.4263620974526513
16264,uau,0.4378772271345775
16730.91047557169,msa,0.5288944233577173
16730.91047557169,msau,0.5293474958400153
16885,ua,0.5443741798858668
16885,uau,0.5464729778731648
17668,ua,0.49085154501916073
17668,uau,0.5036531193458729
17674.848598302622,msa,0.6853154013517788
17674.848598302622,msau,0.6865728558052023
18920.205009937057,msa,0.4404428277944537
18920.205009937057,msau,0.44468185127739074
18964,ua,0.5772139077320908
18964,uau,0.5787112992525792
19063.748561017193,msa,0.5592763446369605
19063.748561017193,msau,0.5699055231414967
19090.592728368774,msa,0.5055478414329302
19090.592728368774,msau,0.5064270603482568
19096.4275982292,msa,0.5278121240829197
19096.4275982292,msau,0.5285869628798742
19099,ua,0.5842920008152601
19099,uau,0.5888516786573852
19234,ua,0.48277936507428115
19234,uau,0.4873840669203253
19476.336830380027,msa,0.4071867214456536
19476.336830380027,msau,0.40777749040888883
20932.45867871803,msa,0.5380682438174739
20932.45867871803,msau,0.5395427084457084
20961.83068070944,msa,0.1489709441231124
20961.83068070944,msau,0.14856691354308119
21762.450731628996,msa,0.3023129449370321
21762.450731628996,msau,0.30234356061722645
22042,ua,0.39736747269276607
22042,uau,0.39768159804163483
22273.33973395728,msa,0.5725343039841382
22273.33973395728,msau,0.5734130184446152
22360.62897957356,msa,0.1807815102381223
22360.62897957356,msau,0.18055163621878312
22366,ua,0.4230442897112953
22366,uau,0.4228509883037848
22528,ua,0.5130749824305824
22528,uau,0.5169289695997645
22717,ua,0.4835337105192934
22717,uau,0.489777325611192
22883.248478759575,msa,0.6670266429494729
22883.248478759575,msau,0.6677879183639893
23328.379012575897,msa,0.4752250520571318
23328.379012575897,msau,0.47608923408751874
23527,ua,0.3055618036063023
23527,uau,0.3061258662582349
23743,ua,0.4213930463920933
23743,uau,0.4233808729465827
23824,ua,0.44130430720737057
23824,uau,0.4510324121683864
24823,ua,0.44079864621996934
24823,uau,0.44821742231054496
24850,ua,0.3403002019909641
24850,uau,0.33334178026337685
25228,ua,0.6200401452199618
25228,uau,0.6237785443751755
27118,ua,0.5061427355983246
27118,uau,0.5144534172289721
27253,ua,0.16651300073695496
27253,uau,0.16804745812434937
27766,ua,0.47233590292637745
27766,uau,0.49087671803908867
28333,ua,0.5117141852148479
28333,uau,0.5236282431521704
29133.034823712656,msa,0.4811717914263361
29133.034823712656,msau,0.48130960343751084
29872,ua,0.48998901789500254
29872,uau,0.495461395570092
31087,ua,0.47629888212294974
31087,uau,0.4799946681146374
31843,ua,0.31920585811932145
31843,uau,0.3217846978270686
32491,ua,0.30183672539928524
32491,uau,0.2940318969245013
34300,ua,0.4568782753752816
34300,uau,0.46642758534583234
35164,ua,0.5767666282324443
35164,uau,0.5813937820384959
37081,ua,0.5342345989444954
37081,uau,0.5381786187163357
37243,ua,0.5854888102353677
37243,uau,0.5917958891901998
37811.41833769277,msa,0.22606051594316542
37811.41833769277,msau,0.22611662044431183
40429,ua,0.4651666376102619
40429,uau,0.4667978592529535
40753,ua,0.537907823887366
40753,uau,0.5416071347710449
41212,ua,0.48601382493762396
41212,uau,0.4915160729063464
42157,ua,0.4959097459067307
42157,uau,0.5113745402501749
42211,ua,0.5949268604715927
42211,uau,0.5987540174772222
42346,ua,0.5307544679198756
42346,uau,0.5325754864771979
43291,ua,0.5311115373726468
43291,uau,0.5396002050445069
43723,ua,0.47841701439597806
43723,uau,0.4792659908052331
43912,ua,0.47870861000206183
43912,uau,0.48223747439072717
44506,ua,0.4166758950224139
44506,uau,0.4237153968401466
45640,ua,0.6025173671011506
45640,uau,0.6067566438228721
47530,ua,0.5720776021079419
47530,uau,0.5732527148702682
47719,ua,0.46758424367572454
47719,uau,0.4764504810831754
49582,ua,0.5197131725932401
49582,uau,0.5256205415454064
49852,ua,0.47638568730154845
49852,uau,0.477148291553011
49933,ua,0.40049067140438055
49933,uau,0.4000027421383178
50392,ua,0.5487501587580196
50392,uau,0.5530429999159737
51364,ua,0.49201471940211916
51364,uau,0.49476720204100266
51445,ua,0.29282390312462575
51445,uau,0.29616322417082086
51755,ua,0.5326675495244
51755,uau,0.5389458114530217
52201,ua,0.6154023730195249
52201,uau,0.6182579638152192
52822,ua,0.6092188079622992
52822,uau,0.6154031805098641
53200,ua,0.41611897244721124
53200,uau,0.41731923692988454
53740,ua,0.5456112619828122
53740,uau,0.5612528103076342
56116,ua,0.5119348777077524
56116,uau,0.5186641828179874
56602,ua,0.4369827775092521
56602,uau,0.43797896202694164
57466,ua,0.4280750470851006
57466,uau,0.4367177668334946
57628,ua,0.3904617349610677
57628,uau,0.39359247611344245
57925,ua,0.6227030625187889
57925,uau,0.6250754414161148
58600,ua,0.5812584563256474
58600,uau,0.5848471140124922
60625,ua,0.48171983195289786
60625,uau,0.48712381135677807
60841,ua,0.47461601887463656
60841,uau,0.48127881319965593
61273,ua,0.5595572988930917
61273,uau,0.5688834891790006
62164,ua,0.5582319708548834
62164,uau,0.5680789610407544
62407,ua,0.5828426599675177
62407,uau,0.5910077189943026
62677,ua,0.4442147683468689
62677,uau,0.45043335844588844
63217,ua,0.516792943753871
63217,uau,0.5335409545088882
64945,ua,0.35430150897656815
64945,uau,0.355206678881729
65080,ua,0.3868764167050032
65080,uau,0.3908055029056599
65269,ua,0.3995135817889273
65269,uau,0.40506662450834224
66160,ua,0.3716181453737073
66160,uau,0.3741064067894422
68509,ua,0.4705176116366193
68509,uau,0.47441575037254663
69076,ua,0.5583907560735546
69076,uau,0.5691186927900704
69184,ua,0.22159714581293832
69184,uau,0.22226227559041423
69697,ua,0.5487944870136799
69697,uau,0.5569395149080671
70993,ua,0.5103952365085017
70993,uau,0.509921242799753
71317,ua,0.5242787287983461
71317,uau,0.5282474450046761
71533,ua,0.5186732248461123
71533,uau,0.5298925421883848
71803,ua,0.5651446676390401
71803,uau,0.5665371259586844
72505,ua,0.5564062854413989
72505,uau,0.5685256603757263
72613,ua,0.2317250007050295
72613,uau,0.22934745291515268
73153,ua,0.41457640887892816
73153,uau,0.4302501480938719
74746,ua,0.5957375074095134
74746,uau,0.5985650934517834
75421,ua,0.5850508861347211
75421,uau,0.5921483611052254
75637,ua,0.3921158827397799
75637,uau,0.394830043353104
75664,ua,0.4971333172609911
75664,uau,0.5054533258458478
75718,ua,0.4553405082980474
75718,uau,0.4599327046025493
77068,ua,0.3953748066890413
77068,uau,0.39557915859401066
77149,ua,0.44296235358725
77149,uau,0.44449516857947274
77743,ua,0.4681722406229387
77743,uau,0.47395463587470926
77770,ua,0.49329789259864215
77770,uau,0.5020441209660454
78499,ua,0.2926419626366594
78499,uau,0.2942395990951867
78580,ua,0.4330825931886469
78580,uau,0.43784895196523177
78661,ua,0.34419031097473396
78661,uau,0.34786022844958275
78904,ua,0.39125715872648653
78904,uau,0.4020371120867759
79039,ua,0.3641977644254032
79039,uau,0.3664630593858514
79768,ua,0.5395103266705538
79768,uau,0.5413602292098743
80227,ua,0.49981613807195957
80227,uau,0.5034162192888973
80389,ua,0.5454255736651883
80389,uau,0.5505535475654925
81739,ua,0.5535336177980086
81739,uau,0.5580924476850877
82225,ua,0.38235993059184875
82225,uau,0.3659077383823122
83116,ua,0.49322706932733007
83116,uau,0.5023119967113172
83764,ua,0.38514776831514813
83764,uau,0.38798018730874073
83899,ua,0.4852221430775757
83899,uau,0.49149027445661386
83926,ua,0.56522433024916
83926,uau,0.5692234496515085
83953,ua,0.5069280040874997
83953,uau,0.5128286373504475
83980,ua,0.5117621107340361
83980,uau,0.5207390681496404
85087,ua,0.3513766972798485
85087,uau,0.35282371178594335
86302,ua,0.47613921801347986
86302,uau,0.4802217455508645
86599,ua,0.5355156898557965
86599,uau,0.5385611483158375
87139,ua,0.5032745938951884
87139,uau,0.5142071075943727
87868,ua,0.4526649054088158
87868,uau,0.45706963654308275
88084,ua,0.4562827432083703
88084,uau,0.4623071285595272
88462,ua,0.5599596193577602
88462,uau,0.5732458003893904
88948,ua,0.44733763574416724
88948,uau,0.4506351729998795
89785,ua,0.4809647562173664
89785,uau,0.4932990476704204
90892,ua,0.5193437445200584
90892,uau,0.5228694182995589
91027,ua,0.4503455273637215
91027,uau,0.4552022341228602
92485,ua,0.5845110286384315
92485,uau,0.596546254724818
92593,ua,0.4021748660751496
92593,uau,0.4085946020394649
94726,ua,0.5240478124037073
94726,uau,0.5294630215392709
95077,ua,0.4082915014364871
95077,uau,0.4125059100334056
96670,ua,0.6168170826907982
96670,uau,0.6208770698075238
97750,ua,0.5528726940674041
97750,uau,0.5585070245088071
97831,ua,0.5398492827608604
97831,uau,0.543812556622526
